comment,label
dịch vụ bảo hành kém không làm việc đúng vật liệu rẻ tiền gây tiếng ồn lớn rò rỉ nước gây tiếng ồn lớn máy lọc nước có mùi khó chịu có mùi khó chịu ồn ào khó chịu không hoạt động ổn định chất lượng quá tệ hỏng sau vài ngày có mùi khó chịu quá nóng khi sử dụng có mùi khó chịu gây tiếng ồn lớn rất thất vọng chất lượng quá tệ rò rỉ nước công suất yếu làm lạnh chậm không đáng tiền,1
không hoạt động ổn định rất thất vọng quạt quay kêu to thiết kế quá xấu rò rỉ nước ồn ào khó chịu,1
tủ dùng tốt lắm,0
làm lạnh chậm không hoạt động ổn định quạt quay kêu to không làm việc đúng không hoạt động ổn định thiết kế quá xấu quạt quay kêu to không hoạt động ổn định dịch vụ bảo hành kém gây tiếng ồn lớn đóng tuyết nhanh,1
sản phẩm dùng chắc là ok mình mua cho bố mẹ ở quê,0
đóng tuyết nhanh không đáng tiền chất lượng quá tệ quá nóng khi sử dụng chất lượng quá tệ đóng tuyết nhanh không đáng tiền không đáng tiền rất thất vọng dịch vụ bảo hành kém rất thất vọng ồn ào khó chịu rò rỉ nước công suất yếu thiết kế quá xấu ồn ào khó chịu chất lượng quá tệ quá nóng khi sử dụng,1
máy lọc sạch nước ok thanks,0
quạt quay kêu to công suất yếu hỏng sau vài ngày thiết kế quá xấu công suất yếu không hoạt động ổn định dịch vụ bảo hành kém không đáng tiền làm lạnh chậm vật liệu rẻ tiền,1
gây tiếng ồn lớn rò rỉ nước không hoạt động ổn định chất lượng quá tệ đóng tuyết nhanh máy lọc nước không đáng tiền thiết kế quá xấu thiết kế quá xấu tiêu thụ điện năng cao hỏng sau vài ngày có mùi khó chịu làm lạnh chậm tiêu thụ điện năng cao tiêu thụ điện năng cao công suất yếu quá nóng khi sử dụng không đáng tiền rò rỉ nước công suất yếu,1
sản phẩm thiết kế đẹp remotệ điều khiển thông minh công suất w nhưng không mát bằng quạt lởm không mình mua ngoài công suất w chạy thì cũng không êm lắm bật chế độ silent thì mới êm nhưng lại chỉ để đuổi muỗi thôi chứ gió chế độ silent yếu lắm luôn,0
gây tiếng ồn lớn dịch vụ bảo hành kém làm mát yếu công suất yếu không làm việc đúng làm lạnh chậm không làm việc đúng không hoạt động ổn định quá nóng khi sử dụng thiết kế quá xấu chất lượng quá tệ làm lạnh chậm đóng tuyết nhanh có mùi khó chịu rất thất vọng gây tiếng ồn lớn,1
máy lạnh ok làm lạnh tương đối lắp đặt nhanh phù hợp với giá tiền,0
máy mình mới mua về bật lạnh run người sau ngày thì không thấy lạnh nữa phải bật xuống mới lạnh mình mới gọi số tổng đài để bảo hành thì hẹn máy ngày sau liên lạc mà đến giờ gần ngày không thấy đâu thất vọng về cách làm việc của hãng này quá,0
hỏng sau vài ngày ồn ào khó chịu quá nóng khi sử dụng không làm việc đúng hỏng sau vài ngày rò rỉ nước quạt quay kêu to tiêu thụ điện năng cao thiết kế quá xấu,1
ồn ào khó chịu có mùi khó chịu vật liệu rẻ tiền rò rỉ nước đóng tuyết nhanh quạt quay kêu to làm mát yếu rò rỉ nước đóng tuyết nhanh làm lạnh chậm quạt mát dịch vụ bảo hành kém dịch vụ bảo hành kém gây tiếng ồn lớn làm lạnh chậm,1
tủ lạnh chạy rất ok máy chạy êm tỏa ít nhiệt,0
mình moi gắng chạy êm và lạnh lắm nhen moi người,0
trong tủ không có khay đựng trứng,1
không làm việc đúng công suất yếu công suất yếu chất lượng quá tệ làm mát yếu gây tiếng ồn lớn ồn ào khó chịu không đáng tiền chất lượng quá tệ không hoạt động ổn định làm lạnh chậm tiêu thụ điện năng cao hỏng sau vài ngày quạt quay kêu to công suất yếu rò rỉ nước gây tiếng ồn lớn hỏng sau vài ngày dịch vụ bảo hành kém tiêu thụ điện năng cao gây tiếng ồn lớn rò rỉ nước ồn ào khó chịu không hoạt động ổn định ồn ào khó chịu chất lượng quá tệ gây tiếng ồn lớn đóng tuyết nhanh,1
chất lượng quá tệ quá nóng khi sử dụng quạt quay kêu to không hoạt động ổn định tiêu thụ điện năng cao rất thất vọng làm lạnh chậm hỏng sau vài ngày công suất yếu không hoạt động ổn định vật liệu rẻ tiền không hoạt động ổn định công suất yếu không hoạt động ổn định ồn ào khó chịu quạt quay kêu to gây tiếng ồn lớn rò rỉ nước vật liệu rẻ tiền dịch vụ bảo hành kém rò rỉ nước làm mát yếu công suất yếu tiêu thụ điện năng cao không làm việc đúng chất lượng quá tệ vật liệu rẻ tiền đóng tuyết nhanh gây tiếng ồn lớn,1
trải nghiệm cũng như của những người từng mua và sử dụng điều hòa luôn bật nhưng làm lạnh thì ngẫu hứng trong tiếng thì lạnh toát được p còn lại nóng hầm hầm,0
rât tôt,0
gây tiếng ồn lớn quá nóng khi sử dụng dịch vụ bảo hành kém không làm việc đúng đóng tuyết nhanh rò rỉ nước dịch vụ bảo hành kém không làm việc đúng rất thất vọng dịch vụ bảo hành kém,1
đóng tuyết nhanh máy lọc nước thiết kế quá xấu công suất yếu ồn ào khó chịu vật liệu rẻ tiền làm lạnh chậm chất lượng quá tệ làm lạnh chậm làm lạnh chậm gây tiếng ồn lớn dịch vụ bảo hành kém rò rỉ nước tiêu thụ điện năng cao gây tiếng ồn lớn làm mát yếu rò rỉ nước rò rỉ nước thiết kế quá xấu rò rỉ nước không đáng tiền hỏng sau vài ngày hỏng sau vài ngày quạt quay kêu to máy lọc nước quá nóng khi sử dụng làm mát yếu gây tiếng ồn lớn,1
sp xài tốt thoải mái,0
nói chung là tốt trong tầm giá còn muốn ngon hơn thì mọi người có thể chọn mẫu cao cấp hơn chứ trong tầm giá này thì hãy nghĩ tiền ít thì đừng có bao giờ đòi hít ấy thơm nhân viên giao hàng quá nhiệt tình nhanh nhẹn tác phỏng rất tôn trọng khách hàng tôi rất hài lòng về các bạn thanks,0
hài lòng với sản phẩm mới này của kangaroo,0
tiêu thụ điện năng cao gây tiếng ồn lớn công suất yếu không hoạt động ổn định công suất yếu quá nóng khi sử dụng ồn ào khó chịu không làm việc đúng không hoạt động ổn định,1
quạt chạy êm không bít độ bền ra sao,0
tủ ngăn đông mềm không bị đông đá làm lạnh nhanh khử mùi tốt,1
đóng tuyết nhanh quạt quay kêu to máy lọc nước rò rỉ nước không hoạt động ổn định chất lượng quá tệ chất lượng quá tệ không hoạt động ổn định tiêu thụ điện năng cao đóng tuyết nhanh rất thất vọng máy lọc nước hỏng sau vài ngày,1
máy làm lạnh tốt,0
sp êm chạy tốt,0
tủ lạnh rộng rãi sang tuy nhiên chức năng làm đá không hoạt động mặc dù đã bật on mua từ hôm tết tới giờ mùng tết vẫn chưa có viên đá nào dùng nhờ đơn vị bảo hành bên điện máy xanh liên hệ hỗ trợ giúp mình,1
tủ kêu ồn ồn hơn nhiều so với những tủ đời cũ đã sử dụng không hài lòng về sản phẩm này,1
nhân viên phục vụ chu đáo máy hoạt động tốt,0
quạt okie nhưng kêu hơi to ban đêm mà quạt ồn không ngủ đc,0
chất lượng thì mới sử dụng nên chưa rõ lắm nhưng hình dáng và thiết kế bên trong đẹp và gọn gàng đấy,0
mua máy này cùng lạnh thì đúng mã hàng cục nóng thì sai mã hàng mã hàng cũ rẻ tiền hơn khi lắp đặt cũng không thấy hút chân không đúng nản,1
máy chạy êm không ồn,0
ổn định,0
quạt êm và mát nhân viên giao hàng nhiệt tình rất hài lòng,0
quạt ổn trong tầm giá,0
công suất yếu tiêu thụ điện năng cao làm lạnh chậm đóng tuyết nhanh quá nóng khi sử dụng không làm việc đúng làm lạnh chậm gây tiếng ồn lớn thiết kế quá xấu không đáng tiền có mùi khó chịu không đáng tiền gây tiếng ồn lớn hỏng sau vài ngày làm lạnh chậm không đáng tiền rất thất vọng không làm việc đúng ồn ào khó chịu làm lạnh chậm làm mát yếu ồn ào khó chịu rò rỉ nước,1
nhân viên lắp quá tệ để nguyên dây chờ thế để lắp chinh giữa mà lắp qua bên để đỡ tốn dây đồng,1
rất thích dùng rất tiện lợi,0
quạt chạy tốt,0
không làm việc đúng thiết kế quá xấu tiêu thụ điện năng cao gây tiếng ồn lớn có mùi khó chịu quá nóng khi sử dụng đóng tuyết nhanh,1
sản phẩm sử dụng ổn định vận hành êm ái tiết kiệm điện,0
sài tốt mát ít ồn,0
giá cao quạt không mạnh bình thường đến mức không thể bình thường hơn được cái nhân viên điện máy xanh nhiệt tình tốt tính nếu không chắc chỉ sao cũng xem là nhiều,1
hỏng sau vài ngày dịch vụ bảo hành kém công suất yếu vật liệu rẻ tiền rất thất vọng tiêu thụ điện năng cao dịch vụ bảo hành kém rò rỉ nước,1
máy dùng tốt hoạt động ổn,0
không làm việc đúng vật liệu rẻ tiền vật liệu rẻ tiền rất thất vọng tiêu thụ điện năng cao gây tiếng ồn lớn gây tiếng ồn lớn đóng tuyết nhanh quá nóng khi sử dụng hỏng sau vài ngày quạt quay kêu to quạt quay kêu to quạt quay kêu to vật liệu rẻ tiền rò rỉ nước thiết kế quá xấu làm lạnh chậm làm lạnh chậm làm lạnh chậm chất lượng quá tệ không làm việc đúng không hoạt động ổn định quá nóng khi sử dụng thiết kế quá xấu chất lượng quá tệ tiêu thụ điện năng cao chất lượng quá tệ làm mát yếu thiết kế quá xấu,1
dịch vụ bảo hành kém chất lượng quá tệ chất lượng quá tệ công suất yếu chất lượng quá tệ hỏng sau vài ngày hỏng sau vài ngày hỏng sau vài ngày không hoạt động ổn định đóng tuyết nhanh không đáng tiền chất lượng quá tệ không đáng tiền thiết kế quá xấu vật liệu rẻ tiền,1
quạt mạnh mát nhưng tạo ra tiếng ồn,0
sp xài tốt ổn,0
hàng ok,0
cung ok,0
sản phẩm ưng ý delivery man rất nice,0
dịch vụ bảo hành kém vật liệu rẻ tiền quá nóng khi sử dụng máy lạnh thiết kế quá xấu làm lạnh chậm máy lạnh quạt quay kêu to công suất yếu công suất yếu đóng tuyết nhanh quá nóng khi sử dụng dịch vụ bảo hành kém ồn ào khó chịu quá nóng khi sử dụng máy lạnh quạt quay kêu to không hoạt động ổn định,1
làm lạnh chậm chất lượng quá tệ đóng tuyết nhanh chất lượng quá tệ rất thất vọng,1
mới lắp cách đây gần tuần vị nước uống rất tanh khó uống mọi người cân nhắc trước khi mua,0
quạt bền dịch vụ tốt giá hơi cao so với các cửa hàng khác,0
vật liệu rẻ tiền máy lạnh quạt quay kêu to tiêu thụ điện năng cao ồn ào khó chịu quá nóng khi sử dụng tiêu thụ điện năng cao thiết kế quá xấu hỏng sau vài ngày,1
sp xài tốt,0
quạt rất mạnh mua với giá không thì không có gì để chê,1
không hoạt động ổn định vật liệu rẻ tiền vật liệu rẻ tiền rò rỉ nước thiết kế quá xấu rất thất vọng ồn ào khó chịu quá nóng khi sử dụng đóng tuyết nhanh không hoạt động ổn định làm lạnh chậm rất thất vọng máy lạnh chất lượng quá tệ không hoạt động ổn định làm lạnh chậm thiết kế quá xấu rất thất vọng máy lạnh không làm việc đúng không làm việc đúng tiêu thụ điện năng cao,1
ok tốt,0
sp sài ok phù hợp với gia đình mình,0
bên kỉ thuật hãng xuống kiểm tra xong báo câu xanh rờn lọc một lít thải bốn tới năm lít là bình thường đó cơ chế sụt rửa màng ro theo mình tìm hiểu thì thông số hãng đưa ra tỉ lệ lọc là vậy kỉ thuật nói vậy là có chuyên môn vềsửa chữa máy lọc nước giữ chưa,0
